,id,popularity,budget,revenue,original_title,runtime,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,leading_actor,genre,director_name,production_company,release_month,profit,profit_adj
2016,22907,0.912689,32000000,69055695,Takers,107,2010-08-26,248,6.1,2010,32000000.0,69055695.0,Chris Brown,Action,John Luessenhop,Rainforest Films,August,37055695,37055695.0
2017,42297,0.912122,55000000,89519773,Burlesque,119,2010-11-23,341,6.8,2010,55000000.0,89519773.0,Cher,Drama,Steve Antin,Bedford Falls Productions,November,34519773,34519773.0
2018,44129,0.892355999999999,15000000,4882577,The Company Men,104,2010-10-21,133,6.4,2010,15000000.0,4882577.0,Ben Affleck,Drama,John Wells,Spring Creek Productions,October,-10117423,-10117423.0
2019,38073,0.878529,32000000,42045846,Going the Distance,102,2010-09-01,172,6.0,2010,32000000.0,42045846.0,Drew Barrymore,Comedy,Nanette Burstein,New Line Cinema,September,10045846,10045846.0
2020,41283,0.878074,24000000,23081726,Faster,98,2010-11-23,360,6.2,2010,24000000.0,23081726.0,Dwayne Johnson,Crime,"George Tillman, Jr.",Castle Rock Entertainment,November,-918274,-918274.0
2022,41436,0.875432,3000000,177512032,Paranormal Activity 2,91,2010-10-20,421,5.7,2010,3000000.0,177512032.0,Katie Featherston,Horror,Tod Williams,Paramount Pictures,October,174512032,174512032.0
2023,42188,0.856916,15000000,9455232,Never Let Me Go,104,2010-09-15,414,6.7,2010,15000000.0,9455232.0,Carey Mulligan,Drama,Mark Romanek,Fox Searchlight Pictures,September,-5544768,-5544768.0
2025,27579,0.856221999999999,20000000,65464324,The American,104,2010-08-31,290,5.6,2010,20000000.0,65464324.0,George Clooney,Crime,Anton Corbijn,This Is That Productions,August,45464324,45464324.0
2027,23742,0.839106999999999,30000000,55583804,Cop Out,107,2010-02-26,310,5.5,2010,30000000.0,55583804.0,Bruce Willis,Action,Kevin Smith,Warner Bros.,February,25583804,25583804.0
2029,43933,0.827664,500000,4242978,Monsters,94,2010-06-18,328,6.3,2010,500000.0,4242978.0,Whitney Able,Drama,Gareth Edwards,Vertigo Entertainment,June,3742978,3742978.0
2031,38408,0.82289,38000000,105610124,Life as We Know It,115,2010-10-08,516,6.5,2010,38000000.0,105610124.0,Katherine Heigl,Comedy,Greg Berlanti,Josephson Entertainment,October,67610124,67610124.0
2032,23759,0.804348,12000000,6814789,Centurion,97,2010-02-15,198,5.7,2010,12000000.0,6814789.0,Michael Fassbender,Drama,Neil Marshall,PathÃ© Pictures International,February,-5185211,-5185211.0
2033,55347,0.802711,3200000,5332926,Beginners,105,2010-09-11,204,6.8,2010,3200000.0,5332926.0,Ewan McGregor,Drama,Mike Mills,Olympus Pictures,September,2132926,2132926.0
2036,41505,0.794885,22000000,851517,Shelter,112,2010-03-27,112,5.5,2010,22000000.0,851517.0,Julianne Moore,Horror,BjÃ¶rn Stein,NALA Films,March,-21148483,-21148483.0
2037,44113,0.791799,22000000,9479718,Stone,105,2010-10-07,97,4.9,2010,22000000.0,9479718.0,Frances Conroy,Drama,John Curran,Stone Productions,October,-12520282,-12520282.0
2038,33217,0.789582,15000000,75700498,Diary of a Wimpy Kid,94,2010-03-19,190,5.8,2010,15000000.0,75700498.0,Zachary Gordon,Comedy,Thor Freudenthal,Color Force,March,60700498,60700498.0
2039,43947,0.788144,2000000,572809,I Spit on Your Grave,108,2010-06-17,269,6.2,2010,2000000.0,572809.0,Sarah Butler,Thriller,Steven R. Monroe,Anchor Bay Films,June,-1427191,-1427191.0
2040,43593,0.78688,24000000,83188165,Piranha 3D,88,2010-08-20,306,5.2,2010,24000000.0,83188165.0,Elisabeth Shue,Comedy,Alexandre Aja,The Weinstein Company,August,59188165,59188165.0
2041,38357,0.778439999999999,40000000,58785180,Morning Glory,102,2010-01-12,246,6.1,2010,40000000.0,58785180.0,Rachel McAdams,Comedy,Roger Michell,Bad Robot,January,18785180,18785180.0
2042,45094,0.773316,12500000,6732980,Conviction,107,2010-09-11,87,7.0,2010,12500000.0,6732980.0,Hilary Swank,Drama,Tony Goldwyn,Oceana Media Finance,September,-5767020,-5767020.0
2043,49852,0.764791,90000000,16178959,The Nutcracker: The Untold Story,110,2010-11-24,28,5.8,2010,90000000.0,16178959.0,Nathan Lane,Fantasy,Andrei Konchalovsky,Vnesheconombank,November,-73821041,-73821041.0
2044,38358,0.761889,1800000,67738090,The Last Exorcism,87,2010-08-27,179,5.4,2010,1800000.0,67738090.0,Ashley Bell,Horror,Daniel Stamm,Strike Entertainment,August,65938090,65938090.0
2045,23023,0.756229,48000000,112462508,Tooth Fairy,101,2010-01-14,282,5.2,2010,48000000.0,112462508.0,Dwayne Johnson,Comedy,Michael Lembeck,Dune Entertainment,January,64462508,64462508.0
2047,38363,0.754168,22000000,24188922,Fair Game,108,2010-05-20,129,6.4,2010,22000000.0,24188922.0,Naomi Watts,Drama,Doug Liman,River Road Entertainment,May,2188922,2188922.0
2048,45657,0.745434,10000000,498974,The Ward,88,2010-09-13,166,5.9,2010,10000000.0,498974.0,Lyndsy Fonseca,Horror,John Carpenter,North by Northwest Entertainment,September,-9501026,-9501026.0
2050,26388,0.740867,1987650,19152480,Buried,94,2010-09-24,458,6.5,2010,1987650.0,19152480.0,Ryan Reynolds,Drama,Rodrigo CortÃ©s,Studio 37,September,17164830,17164830.0
2051,38778,0.73988,69000000,86387857,Dinner for Schmucks,114,2010-07-30,324,5.4,2010,69000000.0,86387857.0,Steve Carell,Comedy,Jay Roach,Paramount Pictures,July,17387857,17387857.0
2055,39781,0.68633,4000000,34705850,The Kids Are All Right,106,2010-07-09,280,6.4,2010,4000000.0,34705850.0,Julianne Moore,Comedy,Lisa Cholodenko,Mandalay Vision,July,30705850,30705850.0
2057,42684,0.671484,10000000,66821036,Skyline,100,2010-11-11,304,4.7,2010,10000000.0,66821036.0,Eric Balfour,Science Fiction,Colin Strause,Rogue Pictures,November,56821036,56821036.0
2058,48289,0.670027,20000000,45636368,The Debt,113,2010-04-11,147,6.1,2010,20000000.0,45636368.0,Helen Mirren,Drama,John Madden,Miramax Films,April,25636368,25636368.0
2062,39013,0.659749,2000000,13831503,Winter's Bone,100,2010-06-11,289,6.7,2010,2000000.0,13831503.0,Jennifer Lawrence,Drama,Debra Granik,Anonymous Content,June,11831503,11831503.0
2064,27004,0.655955,7000000,46488,Ca$h,108,2010-01-01,33,5.8,2010,7000000.0,46488.0,Sean Bean,Crime,Stephen Milburn Anderson,Immortal Thoughts,January,-6953512,-6953512.0
2065,39691,0.655878,85000000,112483764,Cats & Dogs 2 : The Revenge of Kitty Galore,82,2010-07-30,60,5.0,2010,85000000.0,112483764.0,James Marsden,Comedy,Brad Peyton,Village Roadshow Pictures,July,27483764,27483764.0
2067,37931,0.649289999999999,10000000,6110000,MacGruber,90,2010-05-21,95,5.2,2010,10000000.0,6110000.0,Will Forte,Action,Jorma Taccone,Relativity Media,May,-3890000,-3890000.0
2071,42888,0.640576,120000000,48668907,How Do You Know,121,2010-12-17,136,4.9,2010,120000000.0,48668907.0,Reese Witherspoon,Comedy,James L. Brooks,Columbia Pictures,December,-71331093,-71331093.0
2077,45649,0.619772,500000,98017,Rubber,85,2010-07-09,140,5.6,2010,500000.0,98017.0,Thomas F. Duffy,Comedy,Quentin Dupieux,Canal+,July,-401983,-401983.0
2079,23172,0.618078,28000000,45236543,The Spy Next Door,94,2010-01-15,210,5.4,2010,28000000.0,45236543.0,Amber Valletta,Action,Brian Levant,Robert Simonds Productions,January,17236543,17236543.0
2080,34016,0.61643,20000000,49779728,She's Out of My League,104,2010-03-11,318,5.9,2010,20000000.0,49779728.0,Alice Eve,Comedy,Jim Field Smith,DreamWorks SKG,March,29779728,29779728.0
2083,53172,0.602854,12000000,204940,Henry's Crime,108,2010-01-14,49,5.8,2010,12000000.0,204940.0,Keanu Reeves,Action,Malcolm Venville,Company Films,January,-11795060,-11795060.0
2085,48838,0.599676,25000000,4644108,London Boulevard,103,2010-11-10,151,5.5,2010,25000000.0,4644108.0,Keira Knightley,Drama,William Monahan,GK Films,November,-20355892,-20355892.0
2086,44603,0.598275,50000000,105197635,Hereafter,129,2010-10-15,279,5.5,2010,50000000.0,105197635.0,Matt Damon,Drama,Clint Eastwood,Amblin Entertainment,October,55197635,55197635.0
2088,43931,0.597254,25000000,19829957,My Soul to Take,107,2010-10-08,75,5.2,2010,25000000.0,19829957.0,Max Thieriot,Drama,Wes Craven,Relativity Media,October,-5170043,-5170043.0
2089,42194,0.59643,30000000,967000,TEKKEN,92,2010-03-20,110,5.0,2010,30000000.0,967000.0,Jon Foo,Crime,Dwight H. Little,Namco,March,-29033000,-29033000.0
2091,60309,0.591206,25000000,15478800,The Conspirator,122,2010-09-10,78,5.9,2010,25000000.0,15478800.0,Evan Rachel Wood,Crime,Robert Redford,Wildwood Enterprises,September,-9521200,-9521200.0
2093,34803,0.579188,21000000,49050886,Death at a Funeral,92,2010-04-15,134,5.7,2010,21000000.0,49050886.0,Zoe Saldana,Comedy,Neil LaBute,Parabolic Pictures,April,28050886,28050886.0
2096,44835,0.564203,7000000,382946,Hesher,106,2010-01-22,104,6.2,2010,7000000.0,382946.0,Joseph Gordon-Levitt,Drama,Spencer Susser,DRO Entertainment,January,-6617054,-6617054.0
2097,44629,0.554060999999999,5000000,1000000,Animal Kingdom,113,2010-06-03,117,6.7,2010,5000000.0,1000000.0,James Frecheville,Drama,David MichÃ´d,Porchlight Films,June,-4000000,-4000000.0
2098,38579,0.552064999999999,50000000,83761844,Marmaduke,87,2010-06-04,75,4.9,2010,50000000.0,83761844.0,Owen Wilson,Family,Tom Dey,Twentieth Century Fox Film Corporation,June,33761844,33761844.0
2103,33909,0.535535,70000000,134748021,Wall Street: Money Never Sleeps,133,2010-09-02,325,5.8,2010,70000000.0,134748021.0,Michael Douglas,Drama,Oliver Stone,Twentieth Century Fox Film Corporation,September,64748021,64748021.0
2107,43434,0.534192,18000000,871279,Carlos,338,2010-05-19,35,6.2,2010,18000000.0,871279.0,Edgar RamÃ­rez,Crime,Olivier Assayas,Egoli Tossell Film AG,May,-17128721,-17128721.0
2115,44009,0.514465,8000000,18124262,Another Year,129,2010-11-05,46,6.7,2010,8000000.0,18124262.0,Jim Broadbent,Comedy,Mike Leigh,Film4,November,10124262,10124262.0
2117,45658,0.513857,5000000,2614773,Everything Must Go,97,2010-10-15,111,5.8,2010,5000000.0,2614773.0,Rebecca Hall,Comedy,Dan Rush,Birdsong Pictures,October,-2385227,-2385227.0
2119,29427,0.512957,20000000,54956140,The Crazies,101,2010-02-26,320,6.1,2010,20000000.0,54956140.0,Timothy Olyphant,Mystery,Breck Eisner,Penn Station Entertainment,February,34956140,34956140.0
2123,27585,0.498635,5000000,5129058,Rabbit Hole,91,2010-12-16,73,6.6,2010,5000000.0,5129058.0,Nicole Kidman,Drama,John Cameron Mitchell,Olympus Pictures,December,129058,129058.0
2125,12819,0.495162,20000000,39300000,Alpha and Omega,88,2010-09-17,84,5.5,2010,20000000.0,39300000.0,Hayden Panettiere,Family,Anthony Bell,Lions Gate Family Entertainment,September,19300000,19300000.0
2134,41515,0.470249,80000000,201584141,Yogi Bear,80,2010-12-11,146,5.1,2010,80000000.0,201584141.0,Dan Aykroyd,Comedy,Eric Brevig,De Line Pictures,December,121584141,121584141.0
2137,41592,0.455662,5773100,18144030,StreetDance 3D,98,2010-05-19,54,5.8,2010,5773100.0,18144030.0,Nichola Burley,Drama,Max Giwa,BBC Films,May,12370930,12370930.0
2142,45132,0.443893,2500000,324138,Super,96,2010-09-09,211,6.6,2010,2500000.0,324138.0,Rainn Wilson,Comedy,James Gunn,This Is That Productions,September,-2175862,-2175862.0
2143,44638,0.443807,20000000,346594,The Tempest,110,2010-12-10,16,6.1,2010,20000000.0,346594.0,Helen Mirren,Fantasy,Julie Taymor,Miramax Films,December,-19653406,-19653406.0
2158,45272,0.406941,15000000,20529194,Country Strong,117,2010-12-22,49,5.9,2010,15000000.0,20529194.0,Gwyneth Paltrow,Drama,Shana Feste,Maguire Entertainment,December,5529194,5529194.0
2164,43930,0.393626,27000000,16504936,"Tomorrow, When the War Began",103,2010-08-08,112,6.5,2010,27000000.0,16504936.0,Caitlin Stasey,Action,Stuart Beattie,Omnilab Media,August,-10495064,-10495064.0
2171,27569,0.375979,31000000,15134293,Extraordinary Measures,105,2010-01-21,44,5.8,2010,31000000.0,15134293.0,Harrison Ford,Drama,Tom Vaughan,Double Feature Films,January,-15865707,-15865707.0
2173,44040,0.368927,10000000,33583175,Devil,80,2010-01-13,433,5.6,2010,10000000.0,33583175.0,Chris Messina,Horror,John Erick Dowdle,Universal Pictures,January,23583175,23583175.0
2187,34563,0.312595,14000000,21409028,Our Family Wedding,103,2010-03-12,26,5.9,2010,14000000.0,21409028.0,Forest Whitaker,Comedy,Rick Famuyiwa,Fox Searchlight Pictures,March,7409028,7409028.0
2191,31261,0.332904,100000,1000000,Halo Legends,93,2010-02-16,19,7.2,2010,100000.0,1000000.0,Andy McAvin,Action,Shinji Aramaki,Microsoft,February,900000,900000.0
2193,46829,0.328667,30000000,8454301,Barney's Version,134,2010-10-26,70,6.9,2010,30000000.0,8454301.0,Paul Giamatti,Comedy,Richard J. Lewis,Serendipity Point Films,October,-21545699,-21545699.0
2196,12201,0.3261,80000000,74901339,Edge of Darkness,117,2010-01-29,276,6.0,2010,80000000.0,74901339.0,Mel Gibson,Crime,Martin Campbell,Icon Productions,January,-5098661,-5098661.0
2201,44877,0.318587,4600000,1163967,4.3.2.1,117,2010-06-02,37,5.9,2010,4600000.0,1163967.0,Emma Roberts,Action,Noel Clarke,Unstoppable Entertainment,June,-3436033,-3436033.0
2202,70695,0.315527,4000000,55125,Dirty Girl,90,2010-09-12,36,6.2,2010,4000000.0,55125.0,Juno Temple,Drama,Abe Sylvia,iDeal Partners Film Fund,September,-3944875,-3944875.0
2207,42296,0.346071,30000,3045943,Catfish,87,2010-09-17,125,6.4,2010,30000.0,3045943.0,Megan Faccio,Documentary,Henry Joost,Hit the Ground Running Films,September,3015943,3015943.0
2208,35169,0.302377,35000000,39340177,Furry Vengeance,92,2010-04-02,75,4.7,2010,35000000.0,39340177.0,Brendan Fraser,Comedy,Roger Kumble,Summit Entertainment,April,4340177,4340177.0
2209,45324,0.301054,12500000,1083683,Casino Jack,108,2010-09-16,43,6.0,2010,12500000.0,1083683.0,Kevin Spacey,Crime,George Hickenlooper,An Olive Branch Productions,September,-11416317,-11416317.0
2212,43919,0.29666,2500000,52604,Hatchet II,89,2010-08-26,42,5.1,2010,2500000.0,52604.0,Danielle Harris,Horror,Adam Green,ArieScope Pictures,August,-2447396,-2447396.0
2220,43935,0.283241,20000000,4634062,Dylan Dog: Dead of Night,107,2010-10-26,69,4.9,2010,20000000.0,4634062.0,Brandon Routh,Action,Kevin Munroe,Hyde Park Films,October,-15365938,-15365938.0
2227,38568,0.275607,30000,617000,Howl,84,2010-08-26,45,6.8,2010,30000.0,617000.0,James Franco,Drama,Rob Epstein,RabbitBandini Productions,August,587000,587000.0
2228,43942,0.27519,3000000,103735,Freakonomics,93,2010-10-01,25,6.7,2010,3000000.0,103735.0,Zoe Sloane,Documentary,Alex Gibney,Chad Troutwine Films,October,-2896265,-2896265.0
2230,56601,0.271381,12500000,3878993,The Perfect Game,118,2010-04-01,12,5.7,2010,12500000.0,3878993.0,"Clifton Collins, Jr.",Drama,William Dear,HighRoad Entertainment,April,-8621007,-8621007.0
2237,52015,0.2596,650000,33245,Stake Land,98,2010-09-30,143,6.2,2010,650000.0,33245.0,Danielle Harris,Drama,Jim Mickle,Glass Eye Pix,September,-616755,-616755.0
2244,46528,0.25054,425000000,11087569,The Warrior's Way,100,2010-12-02,74,6.4,2010,425000000.0,11087569.0,Kate Bosworth,Adventure,Sngmoo Lee,Boram Entertainment Inc.,December,-413912431,-413912431.0
2246,50204,0.246578,10000000,4349187,Burke & Hare,91,2010-10-29,75,6.0,2010,10000000.0,4349187.0,Simon Pegg,Comedy,John Landis,Ealing Studios,October,-5650813,-5650813.0
2254,12645,0.241541,10000000,55089,Inhale,100,2010-08-27,21,5.9,2010,10000000.0,55089.0,Rosanna Arquette,Drama,Baltasar KormÃ¡kur,26 Films,August,-9944911,-9944911.0
2255,37495,0.240403,967686,4270000,Four Lions,101,2010-05-07,262,7.0,2010,967686.0,4270000.0,Riz Ahmed,Comedy,Chris Morris,Film4,May,3302314,3302314.0
2275,46689,0.216503,1500000,187716,Waste Land,90,2010-01-24,23,7.8,2010,1500000.0,187716.0,Vik Muniz,Documentary,Lucy Walker,O2 Filmes,January,-1312284,-1312284.0
2277,47088,0.214381,7000000,453079,The Extra Man,108,2010-08-01,18,5.9,2010,7000000.0,453079.0,Kevin Kline,Comedy,Shari Springer Berman,Wild Bunch,August,-6546921,-6546921.0
2283,41556,0.385851,4500000,123820,The Romantics,95,2010-09-10,46,4.8,2010,4500000.0,123820.0,Katie Holmes,Comedy,Galt Niederhoffer,10th Hole Productions,September,-4376180,-4376180.0
2303,56812,0.181532,7000000,3218666,Balada triste de trompeta,101,2010-12-17,44,6.2,2010,7000000.0,3218666.0,Santiago Segura,Drama,Ãlex de la Iglesia,Unknown Production Companies,December,-3781334,-3781334.0
2338,35688,0.140251,20000000,60072596,Why Did I Get Married Too?,121,2010-04-02,21,6.0,2010,20000000.0,60072596.0,Tyler Perry,Comedy,Tyler Perry,Lions Gate Films,April,40072596,40072596.0
2343,35791,0.131526,60000000,296221663,Resident Evil: Afterlife,97,2010-09-09,882,5.8,2010,60000000.0,296221663.0,Milla Jovovich,Action,Paul W.S. Anderson,Impact Pictures,September,236221663,236221663.0
2359,43552,0.276322,10000000,1068682,Vanishing on 7th Street,92,2010-09-11,83,4.8,2010,10000000.0,1068682.0,Hayden Christensen,Drama,Brad Anderson,Plum Pictures,September,-8931318,-8931318.0
2378,49679,0.028227,10000000,5000000,Action Replayy,100,2010-11-05,11,4.9,2010,10000000.0,5000000.0,Akshay Kumar,Drama,Vipul Amrutlal Shah,PVR Cinemas,November,-5000000,-5000000.0
2387,39486,0.06324,35000000,60251371,Secretariat,123,2010-08-20,52,6.6,2010,35000000.0,60251371.0,Diane Lane,Drama,Randall Wallace,Walt Disney Pictures,August,25251371,25251371.0
2398,39356,0.028456,3,43,Boy,87,2010-02-14,26,7.3,2010,3.0,43.0,James Rolleston,Drama,Taika Waititi,New Zealand Film Commission,February,40,40.0
2409,550,8.947905,63000000,100853753,Fight Club,139,1999-10-14,5923,8.1,1999,82470329.3354423,132022892.45437,Edward Norton,Drama,David Fincher,Regency Enterprises,October,37853753,49552563.1189277
2410,603,7.753899,63000000,463517383,The Matrix,136,1999-03-30,6351,7.8,1999,82470329.3354423,606768749.6621,Keanu Reeves,Action,Lilly Wachowski,Village Roadshow Pictures,March,400517383,524298420.32665765
2411,14,3.55571999999999,15000000,356296601,American Beauty,122,1999-09-15,1756,7.7,1999,19635792.6989148,466411079.770931,Kevin Spacey,Drama,Sam Mendes,DreamWorks SKG,September,341296601,446775287.0720162
2412,1893,3.526029,115000000,924317558,Star Wars: Episode I - The Phantom Menace,136,1999-05-19,2823,6.3,1999,150541077.358347,1209980530.45701,Liam Neeson,Adventure,George Lucas,Lucasfilm,May,809317558,1059439453.0986631
2413,564,2.94377,80000000,415885488,The Mummy,124,1999-05-06,1562,6.3,1999,104724227.727545,544416081.923668,Brendan Fraser,Adventure,Stephen Sommers,Universal Pictures,May,335885488,439691854.196123
2414,497,2.719461,60000000,284600000,The Green Mile,189,1999-12-10,2299,8.0,1999,78543170.7956593,372556440.140744,Tom Hanks,Fantasy,Frank Darabont,Castle Rock Entertainment,December,224600000,294013269.34508467
2415,745,2.578731,40000000,672806292,The Sixth Sense,107,1999-08-02,1753,7.5,1999,52362113.8637728,880738991.74917,Bruce Willis,Mystery,M. Night Shyamalan,Spyglass Entertainment,August,632806292,828376877.8853972
2416,36643,2.129874,135000000,361832400,The World Is Not Enough,128,1999-11-08,509,6.0,1999,176722134.290233,473657733.210055,Pierce Brosnan,Adventure,Michael Apted,Eon Productions,November,226832400,296935598.919822
2417,796,2.069357,10500000,75902208,Cruel Intentions,97,1999-03-05,505,6.5,1999,13745054.8892403,99360001.4451943,Sarah Michelle Gellar,Drama,Roger Kumble,Columbia Pictures,March,65402208,85614946.55595401
2418,2668,2.065619,100000000,206071502,Sleepy Hollow,105,1999-11-18,932,6.7,1999,130905284.659432,269758486.295067,Johnny Depp,Drama,Tim Burton,Paramount Pictures,November,106071502,138853201.63563502
2420,2105,1.825695,11000000,235483004,American Pie,95,1999-07-09,1405,6.4,1999,14399581.3125375,308259696.710782,Jason Biggs,Comedy,Paul Weitz,Universal Pictures,July,224483004,293860115.3982445
2421,1844,1.820318,66000000,212404396,Entrapment,112,1999-04-30,355,5.9,1999,86397487.8752252,278048579.212947,Sean Connery,Romance,Jon Amiel,Fountainbridge Films,April,146404396,191651091.33772182
2422,863,1.810197,90000000,485015179,Toy Story 2,92,1999-10-30,2272,7.2,1999,117814756.193489,634910500.711404,Tom Hanks,Animation,John Lasseter,Walt Disney Pictures,October,395015179,517095744.51791495
2423,4951,1.769152,16000000,53478166,10 Things I Hate About You,97,1999-03-30,947,7.2,1999,20944845.5455091,70005745.4329437,Julia Stiles,Comedy,Gil Junger,Mad Chance,March,37478166,49060899.8874346
2424,509,1.72385,42000000,363889678,Notting Hill,124,1999-05-13,688,6.8,1999,54980219.5569615,476350818.832191,Julia Roberts,Comedy,Roger Michell,Bookshop Productions,May,321889678,421370599.2752295
2425,817,1.560867,33000000,310940086,Austin Powers: The Spy Who Shagged Me,95,1999-06-08,583,6.0,1999,43198743.9376126,407037004.698583,Mike Myers,Crime,Jay Roach,New Line Cinema,June,277940086,363838260.7609704
2426,226,1.43163,2000000,11540607,Boys Don't Cry,118,1999-09-02,170,7.0,1999,2618105.69318864,15107264.4447763,Hilary Swank,Crime,Kimberly Peirce,Fox Searchlight Pictures,September,9540607,12489158.751587661
2427,9008,1.427794,90000000,60289912,The Insider,157,1999-10-28,249,7.1,1999,117814756.193489,78922680.9245212,Al Pacino,Drama,Michael Mann,Spyglass Entertainment,October,-29710088,-38892075.26896781
2428,926,1.348628,45000000,90683916,Galaxy Quest,102,1999-12-23,406,6.6,1999,58907378.0967445,118710038.38012,Tim Allen,Comedy,Dean Parisot,DreamWorks SKG,December,45683916,59802660.283375494
2429,345,1.329827,65000000,162091208,Eyes Wide Shut,159,1999-07-14,623,6.8,1999,85088435.0286309,212185957.240312,Tom Cruise,Drama,Stanley Kubrick,Hobby Films,July,97091208,127097522.21168111
2430,492,1.328465,13000000,22863596,Being John Malkovich,112,1999-09-30,607,7.1,1999,17017687.0057261,29929655.4271825,John Cusack,Fantasy,Spike Jonze,Gramercy Pictures,September,9863596,12911968.4214564
2431,9535,1.320079,80000000,176885658,Analyze This,103,1999-03-05,260,6.3,1999,104724227.727545,231552674.126609,Robert De Niro,Comedy,Harold Ramis,Spring Creek Productions,March,96885658,126828446.399064
2432,10137,1.309249,133000000,300135367,Stuart Little,84,1999-12-17,502,5.6,1999,174104028.597044,392893056.534981,Michael J. Fox,Fantasy,Rob Minkoff,Columbia Pictures Corporation,December,167135367,218789027.93793702
2433,9481,1.254522,73000000,151493655,The Bone Collector,118,1999-11-01,463,6.5,1999,95560857.8013855,198313200.318728,Denzel Washington,Drama,Phillip Noyce,Universal Pictures,November,78493655,102752342.5173425
2434,8487,1.221973,170000000,222104681,Wild Wild West,106,1999-06-29,626,5.2,1999,222538983.921034,290746764.904973,Will Smith,Action,Barry Sonnenfeld,"Todman, Simon, LeMasters Productions",June,52104681,68207780.98393896
2435,1911,1.189386,160000000,61698899,The 13th Warrior,102,1999-08-27,275,6.2,1999,209448455.455091,80767119.3676855,Antonio Banderas,Adventure,John McTiernan,Touchstone Pictures,August,-98301101,-128681336.0874055
2436,9946,1.17388799999999,100000000,211989043,End of Days,121,1999-11-23,247,5.4,1999,130905284.659432,277504860.185956,Arnold Schwarzenegger,Action,Peter Hyams,Beacon Communications,November,111989043,146599575.526524
2437,1715,1.152354,24000000,88545092,The Cider House Rules,126,1999-12-17,145,6.6,1999,31417268.3182637,115910204.734556,Tobey Maguire,Drama,Lasse HallstrÃ¶m,Nina Saxon Film Design,December,64545092,84492936.41629231
2438,10386,1.150934,70000000,23159305,The Iron Giant,86,1999-08-06,877,7.5,1999,91633699.2616025,30316754.1353961,Jennifer Aniston,Adventure,Brad Bird,Warner Bros. Animation,August,-46840695,-61316945.126206405
2439,8914,1.139223,60000000,73648228,Deep Blue Sea,105,1999-07-27,336,5.5,1999,78543170.7956593,96409422.5100276,Thomas Jane,Horror,Renny Harlin,Village Roadshow Pictures,July,13648228,17866251.7143683
2441,2112,1.050599,90000000,161626121,Payback,100,1999-02-04,305,6.5,1999,117814756.193489,211577133.779048,Mel Gibson,Drama,Paul Abascal,Paramount Pictures,February,71626121,93762377.585559
2442,4806,1.03785,70000000,309457509,Runaway Bride,116,1999-07-30,253,5.7,1999,91633699.2616025,405096233.056438,Julia Roberts,Comedy,Garry Marshall,Paramount Pictures,July,239457509,313462533.7948355
2443,10314,1.022028,10000000,103166989,She's All That,95,1999-01-29,248,5.6,1999,13090528.4659432,135051040.625015,Freddie Prinze Jr.,Comedy,Robert Iscove,Miramax Films,January,93166989,121960512.15907179
2444,10398,0.993492,70000000,177841558,Double Jeopardy,105,1999-09-24,144,6.1,1999,91633699.2616025,232803997.742669,Tommy Lee Jones,Drama,Bruce Beresford,Paramount Pictures,September,107841558,141170298.48106647
2445,8374,0.992316,6000000,30471,The Boondock Saints,108,1999-01-22,521,7.1,1999,7854317.07956593,39888.1492885755,Willem Dafoe,Action,Troy Duffy,Franchise Pictures,January,-5969529,-7814428.930277355
2446,1542,0.968204,10000000,12827813,Office Space,89,1999-02-19,669,7.3,1999,13090528.4659432,16792285.1232296,Ron Livingston,Comedy,Mike Judge,Twentieth Century Fox Film Corporation,February,2827813,3701756.6572864
2447,1443,0.941202,6000000,10409377,The Virgin Suicides,97,1999-04-21,460,7.0,1999,7854317.07956593,13626424.5931234,James Woods,Drama,Sofia Coppola,American Zoetrope,April,4409377,5772107.51355747
2448,2277,0.937873,100000000,93700000,Bicentennial Man,131,1999-12-17,538,6.7,1999,130905284.659432,122658251.725888,Robin Williams,Comedy,Chris Columbus,Laurence Mark Productions,December,-6300000,-8247032.933543995
2449,2667,0.934621,25000,248000000,The Blair Witch Project,81,1999-07-14,522,6.3,1999,32726.321164858,324645105.955391,Heather Donahue,Horror,Daniel Myrick,Artisan Entertainment,July,247975000,324612379.63422614
2450,622,0.920974,38000000,58401898,The Ninth Gate,133,1999-08-24,384,6.2,1999,49744008.1705842,76451170.8234112,Johnny Depp,Horror,Roman Polanski,Bac Films,August,20401898,26707162.652826995
2451,10400,0.92088,50000000,73956241,The Hurricane,146,1999-09-17,226,7.3,1999,65452642.3297161,96812627.8044657,Denzel Washington,Drama,Norman Jewison,Universal Pictures,September,23956241,31359985.474749595
2452,1090,0.907305,16000000,18564088,The Thirteenth Floor,100,1999-04-16,189,6.5,1999,20944845.5455091,24301372.2408275,Craig Bierko,Thriller,Josef Rusnak,Columbia Pictures,April,2564088,3356526.695318401
2453,9032,0.876587,34200000,234801895,Big Daddy,93,1999-06-25,479,6.2,1999,44769607.3535258,307368089.035491,Adam Sandler,Comedy,Dennis Dugan,Columbia Pictures,June,200601895,262598481.68196517
2455,8224,0.823494,40000000,96618699,8MM,123,1999-02-25,248,6.0,1999,52362113.8637728,126478982.96019,Nicolas Cage,Thriller,Joel Schumacher,Columbia Pictures Corporation,February,56618699,74116869.09641719
